Country,State,Year,Gender,Type Of Disease,"Cases (UOM:Number), Scaling Factor:1","Deaths (UOM:Number), Scaling Factor:1"
India,Bihar,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,324,102
India,Bihar,"Calendar Year (Jan - Dec), 2016",,Chikungunya,566,
India,Bihar,"Calendar Year (Jan - Dec), 2016",,Dengue,1912,0
India,Bihar,"Calendar Year (Jan - Dec), 2016",,Influenza,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,100,25
India,Bihar,"Calendar Year (Jan - Dec), 2016",,Kala-azar,4893,0
India,Bihar,"Calendar Year (Jan - Dec), 2016",,Malaria,5189,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,0,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2016",,Chikungunya,2857,
India,Chandigarh,"Calendar Year (Jan - Dec), 2016",,Dengue,1246,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2016",,Influenza,6,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,0,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2016",,Malaria,157,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2016",,Chikungunya,0,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2016",,Dengue,356,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2016",,Influenza,6,4
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2016",,Malaria,148220,61
India,Delhi,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,0,0
India,Delhi,"Calendar Year (Jan - Dec), 2016",,Chikungunya,12279,
India,Delhi,"Calendar Year (Jan - Dec), 2016",,Dengue,4431,10
India,Delhi,"Calendar Year (Jan - Dec), 2016",,Influenza,193,7
India,Delhi,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,0,0
India,Delhi,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Delhi,"Calendar Year (Jan - Dec), 2016",,Malaria,31,0
India,Goa,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,12,0
India,Goa,"Calendar Year (Jan - Dec), 2016",,Chikungunya,337,
India,Goa,"Calendar Year (Jan - Dec), 2016",,Dengue,150,0
India,Goa,"Calendar Year (Jan - Dec), 2016",,Influenza,6,0
India,Goa,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,1,0
India,Goa,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Goa,"Calendar Year (Jan - Dec), 2016",,Malaria,742,0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",,Chikungunya,3285,
India,Gujarat,"Calendar Year (Jan - Dec), 2016",,Dengue,8028,14
India,Gujarat,"Calendar Year (Jan - Dec), 2016",,Influenza,411,55
India,Gujarat,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2016",,Malaria,44783,6
India,Haryana,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,2,0
India,Haryana,"Calendar Year (Jan - Dec), 2016",,Chikungunya,5394,
India,Haryana,"Calendar Year (Jan - Dec), 2016",,Dengue,2493,0
India,Haryana,"Calendar Year (Jan - Dec), 2016",,Influenza,68,5
India,Haryana,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,2,0
India,Haryana,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Haryana,"Calendar Year (Jan - Dec), 2016",,Malaria,7866,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",,Chikungunya,0,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",,Dengue,322,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",,Influenza,14,5
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",,Malaria,106,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2016",,Chikungunya,0.97812686,
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2016",,Dengue,77.27202194,0.97812686
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2016",,Influenza,1.95625372,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2016",,Malaria,236.7067001,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,296,5
India,Jharkhand,"Calendar Year (Jan - Dec), 2016",,Chikungunya,47,
India,Jharkhand,"Calendar Year (Jan - Dec), 2016",,Dengue,414,1
India,Jharkhand,"Calendar Year (Jan - Dec), 2016",,Influenza,1,1
India,Jharkhand,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,47,5
India,Jharkhand,"Calendar Year (Jan - Dec), 2016",,Kala-azar,1188,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2016",,Malaria,141414,15
India,Karnataka,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,406,0
India,Karnataka,"Calendar Year (Jan - Dec), 2016",,Chikungunya,15666,
India,Karnataka,"Calendar Year (Jan - Dec), 2016",,Dengue,6083,8
India,Karnataka,"Calendar Year (Jan - Dec), 2016",,Influenza,110,0
India,Karnataka,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,11,0
India,Karnataka,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Karnataka,"Calendar Year (Jan - Dec), 2016",,Malaria,11078,0
India,Kerala,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,18,5
India,Kerala,"Calendar Year (Jan - Dec), 2016",,Chikungunya,129,
India,Kerala,"Calendar Year (Jan - Dec), 2016",,Dengue,7439,13
India,Kerala,"Calendar Year (Jan - Dec), 2016",,Influenza,23,1
India,Kerala,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,2,0
India,Kerala,"Calendar Year (Jan - Dec), 2016",,Kala-azar,2,0
India,Kerala,"Calendar Year (Jan - Dec), 2016",,Malaria,1547,2
India,Ladakh,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2016",,Chikungunya,0.02187314,
India,Ladakh,"Calendar Year (Jan - Dec), 2016",,Dengue,1.727978056,0.02187314
India,Ladakh,"Calendar Year (Jan - Dec), 2016",,Influenza,0.04374628,0
India,Ladakh,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2016",,Malaria,5.293299868,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2016",,Chikungunya,0,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2016",,Dengue,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2016",,Influenza,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2016",,Malaria,2,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2016",,Chikungunya,2280,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2016",,Dengue,3150,12
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2016",,Influenza,38,12
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2016",,Malaria,69106,3
India,Maharashtra,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,70,1
India,Maharashtra,"Calendar Year (Jan - Dec), 2016",,Chikungunya,7570,
India,Maharashtra,"Calendar Year (Jan - Dec), 2016",,Dengue,6792,33
India,Maharashtra,"Calendar Year (Jan - Dec), 2016",,Influenza,82,26
India,Maharashtra,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,12,1
India,Maharashtra,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2016",,Malaria,23983,26
India,Manipur,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,475,1
India,Manipur,"Calendar Year (Jan - Dec), 2016",,Chikungunya,0,
India,Manipur,"Calendar Year (Jan - Dec), 2016",,Dengue,51,1
India,Manipur,"Calendar Year (Jan - Dec), 2016",,Influenza,0,0
India,Manipur,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,47,1
India,Manipur,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Manipur,"Calendar Year (Jan - Dec), 2016",,Malaria,122,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,164,4
India,Meghalaya,"Calendar Year (Jan - Dec), 2016",,Chikungunya,360,
India,Meghalaya,"Calendar Year (Jan - Dec), 2016",,Dengue,172,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2016",,Influenza,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,47,4
India,Meghalaya,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2016",,Malaria,35147,45
India,Mizoram,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2016",,Chikungunya,0,
India,Mizoram,"Calendar Year (Jan - Dec), 2016",,Dengue,580,0
India,Mizoram,"Calendar Year (Jan - Dec), 2016",,Influenza,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2016",,Malaria,7583,9
India,Nagaland,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,0,0
India,Nagaland,"Calendar Year (Jan - Dec), 2016",,Chikungunya,0,
India,Nagaland,"Calendar Year (Jan - Dec), 2016",,Dengue,142,0
India,Nagaland,"Calendar Year (Jan - Dec), 2016",,Influenza,0,0
India,Nagaland,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,0,0
India,Nagaland,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Nagaland,"Calendar Year (Jan - Dec), 2016",,Malaria,828,0
India,Odisha,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,1096,115
India,Odisha,"Calendar Year (Jan - Dec), 2016",,Chikungunya,51,
India,Odisha,"Calendar Year (Jan - Dec), 2016",,Dengue,8380,11
India,Odisha,"Calendar Year (Jan - Dec), 2016",,Influenza,1,0
India,Odisha,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,242,42
India,Odisha,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2016",,Malaria,444843,77
India,Puducherry,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,0,0
India,Puducherry,"Calendar Year (Jan - Dec), 2016",,Chikungunya,463,
India,Puducherry,"Calendar Year (Jan - Dec), 2016",,Dengue,490,2
India,Puducherry,"Calendar Year (Jan - Dec), 2016",,Influenza,1,0
India,Puducherry,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,0,0
India,Puducherry,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Puducherry,"Calendar Year (Jan - Dec), 2016",,Malaria,76,0
India,Punjab,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,1,0
India,Punjab,"Calendar Year (Jan - Dec), 2016",,Chikungunya,4407,
India,Punjab,"Calendar Year (Jan - Dec), 2016",,Dengue,10439,15
India,Punjab,"Calendar Year (Jan - Dec), 2016",,Influenza,177,64
India,Punjab,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,1,0
India,Punjab,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2016",,Malaria,693,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2016",,Chikungunya,2506,
India,Rajasthan,"Calendar Year (Jan - Dec), 2016",,Dengue,5292,16
India,Rajasthan,"Calendar Year (Jan - Dec), 2016",,Influenza,197,43
India,Rajasthan,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2016",,Malaria,12741,5
India,Sikkim,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,0,0
India,Sikkim,"Calendar Year (Jan - Dec), 2016",,Chikungunya,30,
India,Sikkim,"Calendar Year (Jan - Dec), 2016",,Dengue,82,0
India,Sikkim,"Calendar Year (Jan - Dec), 2016",,Influenza,0,0
India,Sikkim,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,0,0
India,Sikkim,"Calendar Year (Jan - Dec), 2016",,Kala-azar,1,0
India,Sikkim,"Calendar Year (Jan - Dec), 2016",,Malaria,15,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,859,3
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2016",,Chikungunya,86,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2016",,Dengue,2531,5
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2016",,Influenza,122,2
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,51,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2016",,Malaria,4341,0
India,Telangana,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,73.65539619,0
India,Telangana,"Calendar Year (Jan - Dec), 2016",,Chikungunya,1008.295086,
India,Telangana,"Calendar Year (Jan - Dec), 2016",,Dengue,5451.122195,4.827698095
India,Telangana,"Calendar Year (Jan - Dec), 2016",,Influenza,170.9661886,12.06924524
India,Telangana,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,4,0
India,Telangana,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2016",,Malaria,13284.21756,1
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,0,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2016",,Chikungunya,0,
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2016",,Dengue,4250,2
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2016",,Influenza,1,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,0,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2016",,Malaria,423,0
India,Tripura,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,380,1
India,Tripura,"Calendar Year (Jan - Dec), 2016",,Chikungunya,311,
India,Tripura,"Calendar Year (Jan - Dec), 2016",,Dengue,102,0
India,Tripura,"Calendar Year (Jan - Dec), 2016",,Influenza,0,0
India,Tripura,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,98,1
India,Tripura,"Calendar Year (Jan - Dec), 2016",,Kala-azar,0,0
India,Tripura,"Calendar Year (Jan - Dec), 2016",,Malaria,10546,14
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,3919,621
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2016",,Chikungunya,2458,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2016",,Dengue,15033,42
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2016",,Influenza,122,16
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,410,73
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2016",,Kala-azar,107,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2016",,Malaria,40700,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,0,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2016",,Chikungunya,35,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2016",,Dengue,2146,4
India,Uttarakhand,"Calendar Year (Jan - Dec), 2016",,Influenza,20,5
India,Uttarakhand,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,0,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2016",,Kala-azar,2,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2016",,Malaria,961,0
India,West Bengal,"Calendar Year (Jan - Dec), 2016",,Acute Encephalitis Syndrome,1839,256
India,West Bengal,"Calendar Year (Jan - Dec), 2016",,Chikungunya,1071,
India,West Bengal,"Calendar Year (Jan - Dec), 2016",,Dengue,22865,45
India,West Bengal,"Calendar Year (Jan - Dec), 2016",,Influenza,7,2
India,West Bengal,"Calendar Year (Jan - Dec), 2016",,Japanese Encephalitis,174,39
India,West Bengal,"Calendar Year (Jan - Dec), 2016",,Kala-azar,184,0
India,West Bengal,"Calendar Year (Jan - Dec), 2016",,Malaria,35236,59
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2015",,Chikungunya,68,
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2015",,Dengue,153,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2015",,Influenza,4,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2015",,Malaria,409,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,29.30754762,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2015",,Chikungunya,478.8853282,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2015",,Dengue,1851.650859,1.172301905
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2015",,Influenza,151.2269457,21.10143429
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2015",,Malaria,14678.39215,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,73,2
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2015",,Chikungunya,35,
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2015",,Dengue,1933,1
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2015",,Influenza,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,32,2
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2015",,Malaria,5088,7
India,Assam,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,1409,260
India,Assam,"Calendar Year (Jan - Dec), 2015",,Chikungunya,0,
India,Assam,"Calendar Year (Jan - Dec), 2015",,Dengue,1076,1
India,Assam,"Calendar Year (Jan - Dec), 2015",,Influenza,31,4
India,Assam,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,614,135
India,Assam,"Calendar Year (Jan - Dec), 2015",,Kala-azar,1,0
India,Assam,"Calendar Year (Jan - Dec), 2015",,Malaria,15557,4
India,Bihar,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,285,90
India,Bihar,"Calendar Year (Jan - Dec), 2015",,Chikungunya,3,
India,Bihar,"Calendar Year (Jan - Dec), 2015",,Dengue,1771,0
India,Bihar,"Calendar Year (Jan - Dec), 2015",,Influenza,352,6
India,Bihar,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,66,12
India,Bihar,"Calendar Year (Jan - Dec), 2015",,Kala-azar,6517,5
India,Bihar,"Calendar Year (Jan - Dec), 2015",,Malaria,4006,1
India,Chandigarh,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,0,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2015",,Chikungunya,1,
India,Chandigarh,"Calendar Year (Jan - Dec), 2015",,Dengue,966,1
India,Chandigarh,"Calendar Year (Jan - Dec), 2015",,Influenza,23,7
India,Chandigarh,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,0,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2015",,Malaria,152,1
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2015",,Chikungunya,0,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2015",,Dengue,384,1
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2015",,Influenza,239,53
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2015",,Malaria,144886,21
India,Delhi,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,0,0
India,Delhi,"Calendar Year (Jan - Dec), 2015",,Chikungunya,0,
India,Delhi,"Calendar Year (Jan - Dec), 2015",,Dengue,165,0
India,Delhi,"Calendar Year (Jan - Dec), 2015",,Influenza,4307,12
India,Delhi,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,0,0
India,Delhi,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Delhi,"Calendar Year (Jan - Dec), 2015",,Malaria,54,0
India,Goa,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,0,0
India,Goa,"Calendar Year (Jan - Dec), 2015",,Chikungunya,561,
India,Goa,"Calendar Year (Jan - Dec), 2015",,Dengue,293,0
India,Goa,"Calendar Year (Jan - Dec), 2015",,Influenza,193,19
India,Goa,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,0,0
India,Goa,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Goa,"Calendar Year (Jan - Dec), 2015",,Malaria,651,1
India,Gujarat,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2015",,Chikungunya,406,
India,Gujarat,"Calendar Year (Jan - Dec), 2015",,Dengue,5590,9
India,Gujarat,"Calendar Year (Jan - Dec), 2015",,Influenza,7180,517
India,Gujarat,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2015",,Malaria,41566,7
India,Haryana,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,2,0
India,Haryana,"Calendar Year (Jan - Dec), 2015",,Chikungunya,1,
India,Haryana,"Calendar Year (Jan - Dec), 2015",,Dengue,9921,13
India,Haryana,"Calendar Year (Jan - Dec), 2015",,Influenza,433,58
India,Haryana,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,2,0
India,Haryana,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Haryana,"Calendar Year (Jan - Dec), 2015",,Malaria,9308,3
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2015",,Chikungunya,0,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2015",,Dengue,19,1
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2015",,Influenza,123,27
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2015",,Malaria,60,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2015",,Chikungunya,0,
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2015",,Dengue,149.6534096,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2015",,Influenza,484.1727957,19.5625372
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2015",,Malaria,211.2754018,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,217,8
India,Jharkhand,"Calendar Year (Jan - Dec), 2015",,Chikungunya,21,
India,Jharkhand,"Calendar Year (Jan - Dec), 2015",,Dengue,102,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2015",,Influenza,16,6
India,Jharkhand,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,116,8
India,Jharkhand,"Calendar Year (Jan - Dec), 2015",,Kala-azar,1262,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2015",,Malaria,104800,6
India,Karnataka,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,335,1
India,Karnataka,"Calendar Year (Jan - Dec), 2015",,Chikungunya,20763,
India,Karnataka,"Calendar Year (Jan - Dec), 2015",,Dengue,5077,9
India,Karnataka,"Calendar Year (Jan - Dec), 2015",,Influenza,3565,94
India,Karnataka,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,27,1
